Company_Name,Sector,Industry_Group,Country_of_Origin,Type_of_Data_Stolen,Date,Data_Volume,Data_Volume_GB
"Keboda Technology Co., Ltd.",Industrials,Automobiles,China,Authentication & Credential Data,"Mar 27, 2024",1.2 Tb,1228.8
"Keboda Technology Co., Ltd.",Industrials,Automobiles,China,Personal Identifiable Information,"Mar 27, 2024",1.2 Tb,1228.8
"Keboda Technology Co., Ltd.",Industrials,Automobiles,China,Corporate & Business Data,"Mar 27, 2024",1.2 Tb,1228.8
"Keboda Technology Co., Ltd.",Industrials,Automobiles,China,Intellectual Property (IP) & Research Data,"Mar 27, 2024",1.2 Tb,1228.8
"Keboda Technology Co., Ltd.",Industrials,Automobiles,China,Communication & Social Data,"Mar 27, 2024",1.2 Tb,1228.8
"Keboda Technology Co., Ltd.",Industrials,Automobiles,China,System & Infrastructure Data,"Mar 27, 2024",1.2 Tb,1228.8
"Martin's, Inc.",Consumer Discretionary,Restaurants,United States,Authentication & Credential Data,"Mar 26, 2024",1.4 Tb,1433.6
"Martin's, Inc.",Consumer Discretionary,Restaurants,United States,Personal Identifiable Information,"Mar 26, 2024",1.4 Tb,1433.6
"Martin's, Inc.",Consumer Discretionary,Restaurants,United States,Financial & Payment Data,"Mar 26, 2024",1.4 Tb,1433.6
"Martin's, Inc.",Consumer Discretionary,Restaurants,United States,Corporate & Business Data,"Mar 26, 2024",1.4 Tb,1433.6
"Martin's, Inc.",Consumer Discretionary,Restaurants,United States,Communication & Social Data,"Mar 26, 2024",1.4 Tb,1433.6
"Martin's, Inc.",Consumer Discretionary,Restaurants,United States,System & Infrastructure Data,"Mar 26, 2024",1.4 Tb,1433.6
Dr. Leeman ENT,Health Care,Health Care Providers,United States,Authentication & Credential Data,"Mar 26, 2024",480 Gb,480
Dr. Leeman ENT,Health Care,Health Care Providers,United States,Personal Identifiable Information (PII),"Mar 26, 2024",480 Gb,480
Dr. Leeman ENT,Health Care,Health Care Providers,United States,Financial & Payment Data,"Mar 26, 2024",480 Gb,480
Dr. Leeman ENT,Health Care,Health Care Providers,United States,Medical & Health Records (PHI),"Mar 26, 2024",480 Gb,480
Dr. Leeman ENT,Health Care,Health Care Providers,United States,Corporate & Business Data,"Mar 26, 2024",480 Gb,480
Dr. Leeman ENT,Health Care,Health Care Providers,United States,Communication & Social Data,"Mar 26, 2024",480 Gb,480
Dr. Leeman ENT,Health Care,Health Care Providers,United States,System & Infrastructure Data,"Mar 26, 2024",480 Gb,480
Roncelli Plastics,Industrials,Industrial Conglomerates,United States,Authentication & Credential Data,"Mar 24, 2024",1.6 Tb,1638.4
Roncelli Plastics,Industrials,Industrial Conglomerates,United States,Personal Identifiable Information,"Mar 24, 2024",1.6 Tb,1638.4
Roncelli Plastics,Industrials,Industrial Conglomerates,United States,Financial & Payment Data,"Mar 24, 2024",1.6 Tb,1638.4
Roncelli Plastics,Industrials,Industrial Conglomerates,United States,Corporate & Business Data,"Mar 24, 2024",1.6 Tb,1638.4
Roncelli Plastics,Industrials,Industrial Conglomerates,United States,System & Infrastructure Data,"Mar 24, 2024",1.6 Tb,1638.4
"Mayer Antonellis Jachowicz & Haranas, LLP",Financials,Consumer Finance,United States,Authentication & Credential Data,"Mar 15, 2024",170 Gb,170
"Mayer Antonellis Jachowicz & Haranas, LLP",Financials,Consumer Finance,United States,Personal Identifiable Information,"Mar 15, 2024",170 Gb,170
"Mayer Antonellis Jachowicz & Haranas, LLP",Financials,Consumer Finance,United States,Financial & Payment Data,"Mar 15, 2024",170 Gb,170
"Mayer Antonellis Jachowicz & Haranas, LLP",Financials,Consumer Finance,United States,Corporate & Business Data,"Mar 15, 2024",170 Gb,170
Shoma group,Real Estate,Real Estate,United States,Authentication & Credential Data,"Mar 13, 2024",2 Tb,2048
Shoma group,Real Estate,Real Estate,United States,Financial & Payment Data,"Mar 13, 2024",2 Tb,2048
Shoma group,Real Estate,Real Estate,United States,Corporate & Business Data,"Mar 13, 2024",2 Tb,2048
Shoma group,Real Estate,Real Estate,United States,Personal Identifiable Information,"Mar 13, 2024",2 Tb,2048
Shoma group,Real Estate,Real Estate,United States,Intellectual Property (IP) & Research Data,"Mar 13, 2024",2 Tb,2048
"Palmer Construction Co., Inc",Industrials,Construction & Engineering,United States,Authentication & Credential Data,"Mar 7, 2024",475 Gb,475
"Palmer Construction Co., Inc",Industrials,Construction & Engineering,United States,Financial & Payment Data,"Mar 7, 2024",475 Gb,475
"Palmer Construction Co., Inc",Industrials,Construction & Engineering,United States,Corporate & Business Data,"Mar 7, 2024",475 Gb,475
"Palmer Construction Co., Inc",Industrials,Construction & Engineering,United States,Intellectual Property (IP) & Research Data,"Mar 7, 2024",475 Gb,475
"Palmer Construction Co., Inc",Industrials,Construction & Engineering,United States,Personal Identifiable Information,"Mar 7, 2024",475 Gb,475
New York Home Healthcare,Health Care,Health Care Providers & Services,United States,Authentication & Credential Data,"Mar 7, 2024",330 Gb,330
New York Home Healthcare,Health Care,Health Care Providers & Services,United States,Financial & Payment Data,"Mar 7, 2024",330 Gb,330
New York Home Healthcare,Health Care,Health Care Providers & Services,United States,Corporate & Business Data,"Mar 7, 2024",330 Gb,330
New York Home Healthcare,Health Care,Health Care Providers & Services,United States,Personal Identifiable Information,"Mar 7, 2024",330 Gb,330
"Hypertension Nephrology Associates, P.C.",Health Care,Health Care Providers,United States,Authentication & Credential Data,"Mar 7, 2024",506 Gb,506
"Hypertension Nephrology Associates, P.C.",Health Care,Health Care Providers,United States,Financial & Payment Data,"Mar 7, 2024",506 Gb,506
"Hypertension Nephrology Associates, P.C.",Health Care,Health Care Providers,United States,Personal Identifiable Information,"Mar 7, 2024",506 Gb,506
"Hypertension Nephrology Associates, P.C.",Health Care,Health Care Providers,United States,Medical & Health Records (PHI),"Mar 7, 2024",506 Gb,506
"Hypertension Nephrology Associates, P.C.",Health Care,Health Care Providers,United States,Corporate & Business Data,"Mar 7, 2024",506 Gb,506
"Hypertension Nephrology Associates, P.C.",Health Care,Health Care Providers,United States,Communication & Social Data,"Mar 7, 2024",506 Gb,506
"Hypertension Nephrology Associates, P.C.",Health Care,Health Care Providers,United States,System & Infrastructure Data,"Mar 7, 2024",506 Gb,506
"Hypertension Nephrology Associates, P.C.",Health Care,Health Care Providers,United States,Authentication & Credential Data,"Mar 7, 2024",506 Gb,506
"Hypertension Nephrology Associates, P.C.",Health Care,Health Care Providers,United States,Financial & Payment Data,"Mar 7, 2024",506 Gb,506
"Hypertension Nephrology Associates, P.C.",Health Care,Health Care Providers,United States,Personal Identifiable Information,"Mar 7, 2024",506 Gb,506
"Hypertension Nephrology Associates, P.C.",Health Care,Health Care Providers,United States,Medical & Health Records (PHI),"Mar 7, 2024",506 Gb,506
"Hypertension Nephrology Associates, P.C.",Health Care,Health Care Providers,United States,Corporate & Business Data,"Mar 7, 2024",506 Gb,506
"Hypertension Nephrology Associates, P.C.",Health Care,Health Care Providers,United States,Communication & Social Data,"Mar 7, 2024",506 Gb,506
"Hypertension Nephrology Associates, P.C.",Health Care,Health Care Providers,United States,System & Infrastructure Data,"Mar 7, 2024",506 Gb,506
First Professional Services,Information Technology,IT Services,United States,Authentication & Credential Data,"Mar 7, 2024",755 Gb,755
First Professional Services,Information Technology,IT Services,United States,Personal Identifiable Information,"Mar 7, 2024",755 Gb,755
First Professional Services,Information Technology,IT Services,United States,Financial & Payment Data,"Mar 7, 2024",755 Gb,755
First Professional Services,Information Technology,IT Services,United States,Medical & Health Records (PHI),"Mar 7, 2024",755 Gb,755
First Professional Services,Information Technology,IT Services,United States,Corporate & Business Data,"Mar 7, 2024",755 Gb,755
First Professional Services,Information Technology,IT Services,United States,Communication & Social Data,"Mar 7, 2024",755 Gb,755
First Professional Services,Information Technology,IT Services,United States,System & Infrastructure Data,"Mar 7, 2024",755 Gb,755
Dobrowski Stafford & Pierce,Financials,Financial Services,United States,Authentication & Credential Data,"Mar 7, 2024",0,0
Dobrowski Stafford & Pierce,Financials,Financial Services,United States,Personal Identifiable Information,"Mar 7, 2024",0,0
Dobrowski Stafford & Pierce,Financials,Financial Services,United States,Financial & Payment Data,"Mar 7, 2024",0,0
Dobrowski Stafford & Pierce,Financials,Financial Services,United States,Corporate & Business Data,"Mar 7, 2024",0,0
Dobrowski Stafford & Pierce,Financials,Financial Services,United States,Legal Documentation,"Mar 7, 2024",0,0
HRTec Inc,Communication Services,Media,United States,Authentication & Credential Data,"Mar 2, 2024",500 Gb,500
HRTec Inc,Communication Services,Media,United States,Financial & Payment Data,"Mar 2, 2024",500 Gb,500
HRTec Inc,Communication Services,Media,United States,Corporate & Business Data,"Mar 2, 2024",500 Gb,500
HRTec Inc,Communication Services,Media,United States,Intellectual Property (IP) & Research Data,"Mar 2, 2024",500 Gb,500
HRTec Inc,Communication Services,Media,United States,Communication & Social Data,"Mar 2, 2024",500 Gb,500
HRTec Inc,Communication Services,Media,United States,System & Infrastructure Data,"Mar 2, 2024",500 Gb,500
"Cole, Cole, Easley & Sciba",Financials,Financial Services,United States,Authentication & Credential Data,"Feb 28, 2024",1.5 Tb,1536
"Cole, Cole, Easley & Sciba",Financials,Financial Services,United States,Personal Identifiable Information,"Feb 28, 2024",1.5 Tb,1536
"Cole, Cole, Easley & Sciba",Financials,Financial Services,United States,Financial & Payment Data,"Feb 28, 2024",1.5 Tb,1536
"Cole, Cole, Easley & Sciba",Financials,Financial Services,United States,Medical & Health Records (PHI),"Feb 28, 2024",1.5 Tb,1536
"Cole, Cole, Easley & Sciba",Financials,Financial Services,United States,Corporate & Business Data,"Feb 28, 2024",1.5 Tb,1536
"Cole, Cole, Easley & Sciba",Financials,Financial Services,United States,System & Infrastructure Data,"Feb 28, 2024",1.5 Tb,1536
"Hypertension Nephrology Associates, P.C.",Health Care,Health Care Providers,United States,Authentication & Credential Data,"Feb 27, 2024",506 Gb,506
"Hypertension Nephrology Associates, P.C.",Health Care,Health Care Providers,United States,Personal Identifiable Information,"Feb 27, 2024",506 Gb,506
"Hypertension Nephrology Associates, P.C.",Health Care,Health Care Providers,United States,Financial & Payment Data,"Feb 27, 2024",506 Gb,506
"Hypertension Nephrology Associates, P.C.",Health Care,Health Care Providers,United States,Medical & Health Records (PHI),"Feb 27, 2024",506 Gb,506
"Hypertension Nephrology Associates, P.C.",Health Care,Health Care Providers,United States,Corporate & Business Data,"Feb 27, 2024",506 Gb,506
"Hypertension Nephrology Associates, P.C.",Health Care,Health Care Providers,United States,Communication & Social Data,"Feb 27, 2024",506 Gb,506
"Hypertension Nephrology Associates, P.C.",Health Care,Health Care Providers,United States,System & Infrastructure Data,"Feb 27, 2024",506 Gb,506
"Hypertension Nephrology Associates, P.C.",Health Care,Health Care Providers,United States,Authentication & Credential Data,"Feb 27, 2024",506 Gb,506
"Hypertension Nephrology Associates, P.C.",Health Care,Health Care Providers,United States,Personal Identifiable Information,"Feb 27, 2024",506 Gb,506
"Hypertension Nephrology Associates, P.C.",Health Care,Health Care Providers,United States,Financial & Payment Data,"Feb 27, 2024",506 Gb,506
"Hypertension Nephrology Associates, P.C.",Health Care,Health Care Providers,United States,Medical & Health Records (PHI),"Feb 27, 2024",506 Gb,506
"Hypertension Nephrology Associates, P.C.",Health Care,Health Care Providers,United States,Corporate & Business Data,"Feb 27, 2024",506 Gb,506
"Hypertension Nephrology Associates, P.C.",Health Care,Health Care Providers,United States,Communication & Social Data,"Feb 27, 2024",506 Gb,506
"Hypertension Nephrology Associates, P.C.",Health Care,Health Care Providers,United States,System & Infrastructure Data,"Feb 27, 2024",506 Gb,506
Advantage Orthopedic & Sports Medicine Clinic,Health Care,Health Care Providers & Services,United States,Authentication & Credential Data,"Feb 27, 2024",600 Gb,600
Advantage Orthopedic & Sports Medicine Clinic,Health Care,Health Care Providers & Services,United States,Personal Identifiable Information,"Feb 27, 2024",600 Gb,600
Advantage Orthopedic & Sports Medicine Clinic,Health Care,Health Care Providers & Services,United States,Financial & Payment Data,"Feb 27, 2024",600 Gb,600
Advantage Orthopedic & Sports Medicine Clinic,Health Care,Health Care Providers & Services,United States,Medical & Health Records (PHI),"Feb 27, 2024",600 Gb,600
Advantage Orthopedic & Sports Medicine Clinic,Health Care,Health Care Providers & Services,United States,Corporate & Business Data,"Feb 27, 2024",600 Gb,600
Advantage Orthopedic & Sports Medicine Clinic,Health Care,Health Care Providers & Services,United States,Communication & Social Data,"Feb 27, 2024",600 Gb,600
Advantage Orthopedic & Sports Medicine Clinic,Health Care,Health Care Providers & Services,United States,System & Infrastructure Data,"Feb 27, 2024",600 Gb,600
TechNet Kronoberg AB,Information Technology,Software & Services,Sweden,Authentication & Credential Data,"Feb 21, 2024",278 Gb,278
TechNet Kronoberg AB,Information Technology,Software & Services,Sweden,Financial & Payment Data,"Feb 21, 2024",278 Gb,278
TechNet Kronoberg AB,Information Technology,Software & Services,Sweden,Corporate & Business Data,"Feb 21, 2024",278 Gb,278
J.P. Original,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",United States,Authentication & Credential Data,"Feb 21, 2024",1.2 Tb,1228.8
J.P. Original,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",United States,Financial & Payment Data,"Feb 21, 2024",1.2 Tb,1228.8
J.P. Original,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",United States,Corporate & Business Data,"Feb 21, 2024",1.2 Tb,1228.8
J.P. Original,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",United States,Communication & Social Data,"Feb 21, 2024",1.2 Tb,1228.8
J.P. Original,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",United States,Intellectual Property (IP) & Research Data,"Feb 21, 2024",1.2 Tb,1228.8
Instron & ITW Inc,Industrials,Machinery,United States,Intellectual Property (IP) & Research Data,"Feb 21, 2024",2 Tb,2048
Instron & ITW Inc,Industrials,Machinery,United States,Corporate & Business Data,"Feb 21, 2024",2 Tb,2048
NOVA Business Law Group,Financials,Financial Services,United States,Personal Identifiable Information,"Feb 20, 2024",880 Gb,880
NOVA Business Law Group,Financials,Financial Services,United States,Financial & Payment Data,"Feb 20, 2024",880 Gb,880
NOVA Business Law Group,Financials,Financial Services,United States,Corporate & Business Data,"Feb 20, 2024",880 Gb,880
NOVA Business Law Group,Financials,Financial Services,United States,Authentication & Credential Data,"Feb 20, 2024",880 Gb,880
Marchassociates,Industrials,Construction & Engineering,United States,Authentication & Credential Data,"Feb 20, 2024",1.8 Tb,1843.2
Marchassociates,Industrials,Construction & Engineering,United States,Financial & Payment Data,"Feb 20, 2024",1.8 Tb,1843.2
Marchassociates,Industrials,Construction & Engineering,United States,Corporate & Business Data,"Feb 20, 2024",1.8 Tb,1843.2
Marchassociates,Industrials,Construction & Engineering,United States,Intellectual Property (IP) & Research Data,"Feb 20, 2024",1.8 Tb,1843.2
Marchassociates,Industrials,Construction & Engineering,United States,Communication & Social Data,"Feb 20, 2024",1.8 Tb,1843.2
The Wiser Financial Group,Financials,Financial Services,United States,Authentication & Credential Data,"Feb 19, 2024",300 Gb,300
The Wiser Financial Group,Financials,Financial Services,United States,Financial & Payment Data,"Feb 19, 2024",300 Gb,300
The Wiser Financial Group,Financials,Financial Services,United States,Corporate & Business Data,"Feb 19, 2024",300 Gb,300
The Wiser Financial Group,Financials,Financial Services,United States,Intellectual Property (IP) & Research Data,"Feb 19, 2024",300 Gb,300
The Wiser Financial Group,Financials,Financial Services,United States,Communication & Social Data,"Feb 19, 2024",300 Gb,300
GRTC Transit System,Industrials,Transportation,United States,Authentication & Credential Data,"Feb 18, 2024",1.5 Tb,1536
GRTC Transit System,Industrials,Transportation,United States,Financial & Payment Data,"Feb 18, 2024",1.5 Tb,1536
GRTC Transit System,Industrials,Transportation,United States,Corporate & Business Data,"Feb 18, 2024",1.5 Tb,1536
GRTC Transit System,Industrials,Transportation,United States,Intellectual Property (IP) & Research Data,"Feb 18, 2024",1.5 Tb,1536
GRTC Transit System,Industrials,Transportation,United States,System & Infrastructure Data,"Feb 18, 2024",1.5 Tb,1536
Law Office of Michael H Joseph,Financials,Consumer Finance,United States,Personal Identifiable Information (PII),"Feb 15, 2024",1.9 Tb,1945.6
Law Office of Michael H Joseph,Financials,Consumer Finance,United States,Financial & Payment Data,"Feb 15, 2024",1.9 Tb,1945.6
Law Office of Michael H Joseph,Financials,Consumer Finance,United States,Medical & Health Records (PHI),"Feb 15, 2024",1.9 Tb,1945.6
Law Office of Michael H Joseph,Financials,Consumer Finance,United States,Corporate & Business Data,"Feb 15, 2024",1.9 Tb,1945.6
Law Office of Michael H Joseph,Financials,Consumer Finance,United States,Government & Military Data,"Feb 15, 2024",1.9 Tb,1945.6
Law Office of Michael H Joseph,Financials,Consumer Finance,United States,Communication & Social Data,"Feb 15, 2024",1.9 Tb,1945.6
Tandem,Consumer Discretionary,Household Durables,United States,Authentication & Credential Data,"Feb 13, 2024",2.1 Tb,2150.4
Tandem,Consumer Discretionary,Household Durables,United States,Financial & Payment Data,"Feb 13, 2024",2.1 Tb,2150.4
Tandem,Consumer Discretionary,Household Durables,United States,Corporate & Business Data,"Feb 13, 2024",2.1 Tb,2150.4
Tandem,Consumer Discretionary,Household Durables,United States,Communication & Social Data,"Feb 13, 2024",2.1 Tb,2150.4
"Robert D. Clements Jr Law Group, LLLP",Consumer Discretionary,Consumer Services,United States,Authentication & Credential Data,"Feb 12, 2024",200 Gb,200
"Robert D. Clements Jr Law Group, LLLP",Consumer Discretionary,Consumer Services,United States,Financial & Payment Data,"Feb 12, 2024",200 Gb,200
"Robert D. Clements Jr Law Group, LLLP",Consumer Discretionary,Consumer Services,United States,Corporate & Business Data,"Feb 12, 2024",200 Gb,200
"Robert D. Clements Jr Law Group, LLLP",Consumer Discretionary,Consumer Services,United States,System & Infrastructure Data,"Feb 12, 2024",200 Gb,200
"Robert D. Clements Jr Law Group, LLLP",Consumer Discretionary,Consumer Services,United States,Legal paperwork,"Feb 12, 2024",200 Gb,200
Bay Orthopedic & Rehabilitation Supply,Health Care,Health Care Equipment & Supplies,United States,Personal Identifiable Information,"Feb 10, 2024",400 Gb,400
Bay Orthopedic & Rehabilitation Supply,Health Care,Health Care Equipment & Supplies,United States,System & Infrastructure Data,"Feb 10, 2024",400 Gb,400
Bay Orthopedic & Rehabilitation Supply,Health Care,Health Care Equipment & Supplies,United States,Corporate & Business Data,"Feb 10, 2024",400 Gb,400
Bay Orthopedic & Rehabilitation Supply,Health Care,Health Care Equipment & Supplies,United States,Communication & Social Data,"Feb 10, 2024",400 Gb,400
MA Engineering,Industrials,Industrial Conglomerates,United States,Personal Identifiable Information,"Feb 9, 2024",94 Gb,94
MA Engineering,Industrials,Industrial Conglomerates,United States,Corporate & Business Data,"Feb 9, 2024",94 Gb,94
MA Engineering,Industrials,Industrial Conglomerates,United States,Communication & Social Data,"Feb 9, 2024",94 Gb,94
CTSI,Information Technology,Software & Services,United States,Authentication & Credential Data,"Feb 9, 2024",978 Gb,978
CTSI,Information Technology,Software & Services,United States,Financial & Payment Data,"Feb 9, 2024",978 Gb,978
CTSI,Information Technology,Software & Services,United States,Personal Identifiable Information,"Feb 9, 2024",978 Gb,978
CTSI,Information Technology,Software & Services,United States,Corporate & Business Data,"Feb 9, 2024",978 Gb,978
CTSI,Information Technology,Software & Services,United States,Communication & Social Data,"Feb 9, 2024",978 Gb,978
Northeast Spine and Sports Medicine's,Health Care,Health Care Providers & Services,United States,Financial & Payment Data,"Feb 7, 2024",400 Gb,400
Northeast Spine and Sports Medicine's,Health Care,Health Care Providers & Services,United States,Corporate & Business Data,"Feb 7, 2024",400 Gb,400
Northeast Spine and Sports Medicine's,Health Care,Health Care Providers & Services,United States,Personal Identifiable Information,"Feb 7, 2024",400 Gb,400
Northeast Spine and Sports Medicine's,Health Care,Health Care Providers & Services,United States,Medical & Health Records (PHI),"Feb 7, 2024",400 Gb,400
Northeast Spine and Sports Medicine's,Health Care,Health Care Providers & Services,United States,Communication & Social Data,"Feb 7, 2024",400 Gb,400
Northeast Spine and Sports Medicine's,Health Care,Health Care Providers & Services,United States,System & Infrastructure Data,"Feb 7, 2024",400 Gb,400
Donear Industries,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",India,Authentication & Credential Data,"Feb 3, 2024",3.5 Tb,3584
Donear Industries,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",India,Financial & Payment Data,"Feb 3, 2024",3.5 Tb,3584
Donear Industries,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",India,Corporate & Business Data,"Feb 3, 2024",3.5 Tb,3584
Donear Industries,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",India,Personal Identifiable Information,"Feb 3, 2024",3.5 Tb,3584
Donear Industries,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",India,Intellectual Property & Research Data,"Feb 3, 2024",3.5 Tb,3584
Donear Industries,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",India,Communication & Social Data,"Feb 3, 2024",3.5 Tb,3584
Donear Industries,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",India,System & Infrastructure Data,"Feb 3, 2024",3.5 Tb,3584
Akumin,Health Care,Health Care Equipment & Supplies,United States,Authentication & Credential Data,"Feb 3, 2024",5 Tb,5120
Akumin,Health Care,Health Care Equipment & Supplies,United States,Personal Identifiable Information,"Feb 3, 2024",5 Tb,5120
Akumin,Health Care,Health Care Equipment & Supplies,United States,Financial & Payment Data,"Feb 3, 2024",5 Tb,5120
Akumin,Health Care,Health Care Equipment & Supplies,United States,Medical & Health Records (PHI),"Feb 3, 2024",5 Tb,5120
Akumin,Health Care,Health Care Equipment & Supplies,United States,Corporate & Business Data,"Feb 3, 2024",5 Tb,5120
Akumin,Health Care,Health Care Equipment & Supplies,United States,Intellectual Property (IP) & Research Data,"Feb 3, 2024",5 Tb,5120
Akumin,Health Care,Health Care Equipment & Supplies,United States,Communication & Social Data,"Feb 3, 2024",5 Tb,5120
Akumin,Health Care,Health Care Equipment & Supplies,United States,System & Infrastructure Data,"Feb 3, 2024",5 Tb,5120
Greenbox Loans Inc.,Financials,Consumer Finance,United States,Authentication & Credential Data,"Feb 2, 2024",1 Tb,1024
Greenbox Loans Inc.,Financials,Consumer Finance,United States,Personal Identifiable Information,"Feb 2, 2024",1 Tb,1024
Greenbox Loans Inc.,Financials,Consumer Finance,United States,Financial & Payment Data,"Feb 2, 2024",1 Tb,1024
Greenbox Loans Inc.,Financials,Consumer Finance,United States,Corporate & Business Data,"Feb 2, 2024",1 Tb,1024
Greenbox Loans Inc.,Financials,Consumer Finance,United States,Communication & Social Data,"Feb 2, 2024",1 Tb,1024
Commonwealth Capital,Financials,Capital Markets,Singapore,Authentication & Credential Data,"Feb 2, 2024",2 Tb,2048
Commonwealth Capital,Financials,Capital Markets,Singapore,Financial & Payment Data,"Feb 2, 2024",2 Tb,2048
Commonwealth Capital,Financials,Capital Markets,Singapore,Corporate & Business Data,"Feb 2, 2024",2 Tb,2048
Commonwealth Capital,Financials,Capital Markets,Singapore,Intellectual Property (IP) & Research Data,"Feb 2, 2024",2 Tb,2048
Commonwealth Capital,Financials,Capital Markets,Singapore,Communication & Social Data,"Feb 2, 2024",2 Tb,2048
Commonwealth Capital,Financials,Capital Markets,Singapore,System & Infrastructure Data,"Feb 2, 2024",2 Tb,2048
"Chaney, Couch, Callaway, Carter & Associates Family
            Dentistry.",Health Care,Health Care Providers,United States,Financial & Payment Data,"Feb 2, 2024",245 Gb,245
"Chaney, Couch, Callaway, Carter & Associates Family
            Dentistry.",Health Care,Health Care Providers,United States,Personal Identifiable Information,"Feb 2, 2024",245 Gb,245
"Chaney, Couch, Callaway, Carter & Associates Family
            Dentistry.",Health Care,Health Care Providers,United States,Medical & Health Records (PHI),"Feb 2, 2024",245 Gb,245
"Chaney, Couch, Callaway, Carter & Associates Family
            Dentistry.",Health Care,Health Care Providers,United States,Corporate & Business Data,"Feb 2, 2024",245 Gb,245
Air Sino-Euro Associates Travel Pte. Ltd,Consumer Discretionary,Travel & Leisure,Singapore,Authentication & Credential Data,"Feb 2, 2024",736 Gb,736
Air Sino-Euro Associates Travel Pte. Ltd,Consumer Discretionary,Travel & Leisure,Singapore,Financial & Payment Data,"Feb 2, 2024",736 Gb,736
Air Sino-Euro Associates Travel Pte. Ltd,Consumer Discretionary,Travel & Leisure,Singapore,Personal Identifiable Information,"Feb 2, 2024",736 Gb,736
Air Sino-Euro Associates Travel Pte. Ltd,Consumer Discretionary,Travel & Leisure,Singapore,Corporate & Business Data,"Feb 2, 2024",736 Gb,736
Air Sino-Euro Associates Travel Pte. Ltd,Consumer Discretionary,Travel & Leisure,Singapore,Communication & Social Data,"Feb 2, 2024",736 Gb,736
Air Sino-Euro Associates Travel Pte. Ltd,Consumer Discretionary,Travel & Leisure,Singapore,System & Infrastructure Data,"Feb 2, 2024",736 Gb,736
Cislo & Thomas LLP,Financials,Financial Services,United States,Authentication & Credential Data,"Jan 25, 2024",3 Tb,3072
Cislo & Thomas LLP,Financials,Financial Services,United States,Personal Identifiable Information,"Jan 25, 2024",3 Tb,3072
Cislo & Thomas LLP,Financials,Financial Services,United States,Financial & Payment Data,"Jan 25, 2024",3 Tb,3072
Cislo & Thomas LLP,Financials,Financial Services,United States,Corporate & Business Data,"Jan 25, 2024",3 Tb,3072
Cislo & Thomas LLP,Financials,Financial Services,United States, Government & Military Data (if the client is a government entity or handles government data),"Jan 25, 2024",3 Tb,3072
Cislo & Thomas LLP,Financials,Financial Services,United States,System & Infrastructure Data,"Jan 25, 2024",3 Tb,3072
"NSEIT Limited (a subsidiary of the National Stock Exchange of
            India)",Information Technology,Software & Services,India,Authentication & Credential Data,"Jan 21, 2024",3 Tb,3072
"NSEIT Limited (a subsidiary of the National Stock Exchange of
            India)",Information Technology,Software & Services,India,Financial & Payment Data,"Jan 21, 2024",3 Tb,3072
"NSEIT Limited (a subsidiary of the National Stock Exchange of
            India)",Information Technology,Software & Services,India,Personal Identifiable Information,"Jan 21, 2024",3 Tb,3072
"NSEIT Limited (a subsidiary of the National Stock Exchange of
            India)",Information Technology,Software & Services,India,Corporate & Business Data,"Jan 21, 2024",3 Tb,3072
"NSEIT Limited (a subsidiary of the National Stock Exchange of
            India)",Information Technology,Software & Services,India,Government & Military Data (if any government or military contractors were among the partners),"Jan 21, 2024",3 Tb,3072
"NSEIT Limited (a subsidiary of the National Stock Exchange of
            India)",Information Technology,Software & Services,India,Intellectual Property & Research Data,"Jan 21, 2024",3 Tb,3072
"NSEIT Limited (a subsidiary of the National Stock Exchange of
            India)",Information Technology,Software & Services,India,System & Infrastructure Data,"Jan 21, 2024",3 Tb,3072
"NSEIT Limited (a subsidiary of the National Stock Exchange of
            India)",Information Technology,Software & Services,India,Dark Web & Underground Economy Data,"Jan 21, 2024",3 Tb,3072
Martinaire Aviation,Industrials,Aerospace & Defense,United States,Authentication & Credential Data,"Jan 19, 2024",365 Gb,365
Martinaire Aviation,Industrials,Aerospace & Defense,United States,Financial & Payment Data,"Jan 19, 2024",365 Gb,365
Martinaire Aviation,Industrials,Aerospace & Defense,United States,Corporate & Business Data,"Jan 19, 2024",365 Gb,365
Martinaire Aviation,Industrials,Aerospace & Defense,United States,Personal Identifiable Information,"Jan 19, 2024",365 Gb,365
KC Pharmaceuticals,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",United States,Authentication & Credential Data,"Jan 19, 2024",2.5 Tb,2560
KC Pharmaceuticals,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",United States,Financial & Payment Data,"Jan 19, 2024",2.5 Tb,2560
KC Pharmaceuticals,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",United States,Corporate & Business Data,"Jan 19, 2024",2.5 Tb,2560
KC Pharmaceuticals,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",United States,Communication & Social Data,"Jan 19, 2024",2.5 Tb,2560
