Company Name,Visits,Data_Volume,Date,Type_of_Data_Stolen,Sector,Industry_Group,Country_of_Origin,Data_Volume_GB
modernceramics.com,58389,300GB,2/8/2024,Corporate & Business Data,Industrials,Machinery,United States,300.0
modernceramics.com,58389,300GB,2/8/2024,Personal Identifiable Information (PII),Industrials,Machinery,United States,300.0
hudsoncivil.com.au,60394,112GB,7/8/2024,Corporate & Business Data,Industrials,Construction Materials,Australia,112.0
amplicon.com,62398,313gb,7/8/2024,System & Infrastructure Data,Information Technology,"Electronic Equipment, Instruments & Components",United Kingdom,313.0
amplicon.com,62398,313gb,7/8/2024,Corporate & Business Data,Information Technology,"Electronic Equipment, Instruments & Components",United Kingdom,313.0
infotexim.pe<Auction>,60133,1.73TB,6/8/2024,Personal Identifiable Information (PII),Information Technology,IT Services,Peru,1771.52
infotexim.pe<Auction>,60133,1.73TB,6/8/2024,Authentication & Credential Data,Information Technology,IT Services,Peru,1771.52
infotexim.pe<Auction>,60133,1.73TB,6/8/2024,Medical & Health Records (PHI),Information Technology,IT Services,Peru,1771.52
infotexim.pe<Auction>,60133,1.73TB,6/8/2024,Corporate & Business Data,Information Technology,IT Services,Peru,1771.52
infotexim.pe<Auction>,60133,1.73TB,6/8/2024,System & Infrastructure Data,Information Technology,IT Services,Peru,1771.52
infotexim.pe<Auction>,60133,1.73TB,6/8/2024,Communication & Social Data,Information Technology,IT Services,Peru,1771.52
www.sobha.com,59678,10Gb,6/8/2024,Corporate & Business Data,Real Estate,Real Estate Management & Development,India,10.0
retaildatallc.com,65524,1Tb,2/8/2024,Corporate & Business Data,Information Technology,IT Services,United States,1024.0
www.bahia-principe.com,63610,1230GB,31/7/2024,Corporate & Business Data,Consumer Discretionary,"Hotels, Restaurants & Leisure",Spain,1230.0
www.bahia-principe.com,63610,1230GB,31/7/2024,Financial & Payment Data,Consumer Discretionary,"Hotels, Restaurants & Leisure",Spain,1230.0
www.bahia-principe.com,63610,1230GB,31/7/2024,Personal Identifiable Information (PII),Consumer Discretionary,"Hotels, Restaurants & Leisure",Spain,1230.0
www.normandydiesel.fr,65189,280GB,12/7/2024,Corporate & Business Data,Consumer Discretionary,Automobiles,France,280.0
effinghamschools.com,65754,273GB,1/8/2024,Personal Identifiable Information (PII),Consumer Discretionary,Consumer Services,United States,273.0
effinghamschools.com,65754,273GB,1/8/2024,Corporate & Business Data,Consumer Discretionary,Consumer Services,United States,273.0
mcdowallaffleck.com.au,61688,470GB,1/8/2024,Corporate & Business Data,Industrials,Construction & Engineering,Australia,470.0
mcdowallaffleck.com.au,61688,470GB,1/8/2024,Personal Identifiable Information (PII),Industrials,Construction & Engineering,Australia,470.0
mcdowallaffleck.com.au,61688,470GB,1/8/2024,Financial & Payment Data,Industrials,Construction & Engineering,Australia,470.0
mcdowallaffleck.com.au,61688,470GB,1/8/2024,Intellectual Property (IP) & Research Data,Industrials,Construction & Engineering,Australia,470.0
nydj.com,63904,411gb,31/7/2024,Corporate & Business Data,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",United States,411.0
wgma.org,60931,109gb,31/7/2024,Corporate & Business Data,Industrials,Marine Transportation,United States,109.0
verwarmingheyndrickx.be,65837,58G,30/7/2024,Corporate & Business Data,Industrials,Construction & Engineering,Belgium,58.0
labor-koblenz.de,64824,304gb,29/7/2024,Medical & Health Records (PHI),Health Care,Health Care Providers & Services,Germany,304.0
www.castelligroup.com,65955,300 GB,26/7/2024,Personal Identifiable Information (PII),Consumer Staples,Food Products,Italy,300.0
www.castelligroup.com,65955,300 GB,26/7/2024,Corporate & Business Data,Consumer Staples,Food Products,Italy,300.0
www.whittakersystem.com,67597,20Gb,26/7/2024,Corporate & Business Data,Industrials,Commercial Services & Supplies,United States,20.0
www.whittakersystem.com,67597,20Gb,26/7/2024,Intellectual Property (IP) & Research Data,Industrials,Commercial Services & Supplies,United States,20.0
www.neurologicalinstitute.com,68408,Too much,22/7/2024,Medical & Health Records (PHI),Health Care,Health Care Providers & Services,United States,0.0
oficina.oficinadasfinancas.com.br,68734,4GB,24/7/2024,Personal Identifiable Information (PII),Financials,Diversified Financial Services,Brazil,4.0
oficina.oficinadasfinancas.com.br,68734,4GB,24/7/2024,Financial & Payment Data,Financials,Diversified Financial Services,Brazil,4.0
oficina.oficinadasfinancas.com.br,68734,4GB,24/7/2024,Authentication & Credential Data,Financials,Diversified Financial Services,Brazil,4.0
oficina.oficinadasfinancas.com.br,68734,4GB,24/7/2024,Corporate & Business Data,Financials,Diversified Financial Services,Brazil,4.0
oficina.oficinadasfinancas.com.br,68734,4GB,24/7/2024,Intellectual Property (IP) & Research Data,Financials,Diversified Financial Services,Brazil,4.0
oficina.oficinadasfinancas.com.br,68734,4GB,24/7/2024,Communication & Social Data,Financials,Diversified Financial Services,Brazil,4.0
oficina.oficinadasfinancas.com.br,68734,4GB,24/7/2024,System & Infrastructure Data,Financials,Diversified Financial Services,Brazil,4.0
bpjaguar.com,68341,2GB,23/7/2024,Personal Identifiable Information (PII),Information Technology,Software,Mexico,2.0
bpjaguar.com,68341,2GB,23/7/2024,Corporate & Business Data,Information Technology,Software,Mexico,2.0
ach.co.th,64646,5GB,23/7/2024,Corporate & Business Data,Consumer Discretionary,Auto Components,Thailand,5.0
ach.co.th,64646,5GB,23/7/2024,System & Infrastructure Data,Consumer Discretionary,Auto Components,Thailand,5.0
ach.co.th,64646,5GB,23/7/2024,Authentication & Credential Data,Consumer Discretionary,Auto Components,Thailand,5.0
baytoti.com,65817,10Gb,25/7/2024,Financial & Payment Data,Consumer Discretionary,Restaurants,South Africa,10.0
baytoti.com,65817,10Gb,25/7/2024,Corporate & Business Data,Consumer Discretionary,Restaurants,South Africa,10.0
cminsulation.com,64830,10Gb,25/7/2024,Corporate & Business Data,Industrials,Construction & Engineering,United States,10.0
panitchlaw.com,66466,unknown,25/7/2024,Corporate & Business Data,Industrials,Commercial & Professional Services,United States,0.0
panitchlaw.com,66466,unknown,25/7/2024,Intellectual Property (IP) & Research Data,Industrials,Commercial & Professional Services,United States,0.0
sigmacontrol.eu,65941,107gb,23/7/2024,Corporate & Business Data,Information Technology,Software,Netherlands,107.0
sigmacontrol.eu,65941,107gb,23/7/2024,System & Infrastructure Data,Information Technology,Software,Netherlands,107.0
www.byzan.com,72002,120gb,20/7/2024,Corporate & Business Data,Information Technology,IT Services,USA,120.0
www.byzan.com,72002,120gb,20/7/2024,System & Infrastructure Data,Information Technology,IT Services,USA,120.0
www.garudafood.com,70705,10G,20/7/2024,Corporate & Business Data,Consumer Staples,Food Products,Indonesia,10.0
www.garudafood.com,70705,10G,20/7/2024,Intellectual Property (IP) & Research Data,Consumer Staples,Food Products,Indonesia,10.0
www.kumagaigumi.co.jp,68517,5TB,19/7/2024,Personal Identifiable Information (PII),Industrials,Construction & Engineering,Japan,5120.0
www.kumagaigumi.co.jp,68517,5TB,19/7/2024,Corporate & Business Data,Industrials,Construction & Engineering,Japan,5120.0
www.glowfm.nl,67901,20GB,16/7/2024,Corporate & Business Data,Communication Services,Media,Netherlands,20.0
www.glowfm.nl,67901,20GB,16/7/2024,Authentication & Credential Data,Communication Services,Media,Netherlands,20.0
www.glowfm.nl,67901,20GB,16/7/2024,Communication & Social Data,Communication Services,Media,Netherlands,20.0
www.glowfm.nl,67901,20GB,16/7/2024,System & Infrastructure Data,Communication Services,Media,Netherlands,20.0
metalfrio.com.br,73645,42GB,16/7/2024,Financial & Payment Data,Industrials,Machinery,Brazil,42.0
metalfrio.com.br,73645,42GB,16/7/2024,Corporate & Business Data,Industrials,Machinery,Brazil,42.0
metalfrio.com.br,73645,42GB,16/7/2024,Intellectual Property (IP) & Research Data,Industrials,Machinery,Brazil,42.0
metalfrio.com.br,73645,42GB,16/7/2024,System & Infrastructure Data,Industrials,Machinery,Brazil,42.0
www.erma-rtmo.it,73032,350 GB,14/7/2024,Personal Identifiable Information (PII),Industrials,Commercial Services & Supplies,Italy,350.0
www.erma-rtmo.it,73032,350 GB,14/7/2024,Corporate & Business Data,Industrials,Commercial Services & Supplies,Italy,350.0
pgd.pl,71624,960gb,18/7/2024,Corporate & Business Data,Consumer Discretionary,Automobile Dealers,Poland,960.0
hlbpr.com,70692,4 GB,16/7/2024,Corporate & Business Data,Financials,Commercial Services & Supplies,USA,4.0
ceopag.com.br / ceofood.com.br,67206,200GB,16/7/2024,Financial & Payment Data,Information Technology,Software & Services,Brazil,200.0
ceopag.com.br / ceofood.com.br,67206,200GB,16/7/2024,Corporate & Business Data,Information Technology,Software & Services,Brazil,200.0
ceopag.com.br / ceofood.com.br,67206,200GB,16/7/2024,Communication & Social Data,Information Technology,Software & Services,Brazil,200.0
ceopag.com.br / ceofood.com.br,67206,200GB,16/7/2024,System & Infrastructure Data,Information Technology,Software & Services,Brazil,200.0
www.hashem-contracting.com,21399,91 GB,13/12/2024,Corporate & Business Data,Real Estate,Real Estate Management & Development,South Africa,91.0
www.cameronhodges.com,71314,100Gb,16/7/2024,Authentication & Credential Data,Financials,Insurance,USA,100.0
www.cameronhodges.com,71314,100Gb,16/7/2024,Financial & Payment Data,Financials,Insurance,USA,100.0
www.cameronhodges.com,71314,100Gb,16/7/2024,Corporate & Business Data,Financials,Insurance,USA,100.0
www.cameronhodges.com,71314,100Gb,16/7/2024,Personal Identifiable Information (PII),Financials,Insurance,USA,100.0
www.benchinternational.com,73375,50Gb,16/7/2024,Corporate & Business Data,Health Care,Health Care Equipment & Services,USA,50.0
www.zepter.de,71337,500+GB,2/7/2024,Personal Identifiable Information (PII),Consumer Discretionary,Household Durables,Germany,500.0
www.zepter.de,71337,500+GB,2/7/2024,Corporate & Business Data,Consumer Discretionary,Household Durables,Germany,500.0
www.riteaid.com,73516,10 GB,11/7/2024,Personal Identifiable Information (PII),Consumer Staples,Drug Retail,USA,10.0
www.eurostrand.de,72631,10 Gb,11/7/2024,Corporate & Business Data,Consumer Discretionary,"Hotels, Restaurants & Leisure",Germany,10.0
www.eurostrand.de,72631,10 Gb,11/7/2024,Financial & Payment Data,Consumer Discretionary,"Hotels, Restaurants & Leisure",Germany,10.0
www.lynchaluminum.com,72168,100Gb,11/7/2024,Corporate & Business Data,Industrials,Building Products,USA,100.0
www.netavent.dk,72917,10Gb,11/7/2024,Personal Identifiable Information (PII),Industrials,Building Products,Denmark,10.0
www.netavent.dk,72917,10Gb,11/7/2024,Corporate & Business Data,Industrials,Building Products,Denmark,10.0
www.bfcsolutions.com,70910,1.3TB,11/7/2024,Corporate & Business Data,Industrials,Commercial Services & Supplies,USA,1331.2
www.bfcsolutions.com,70910,1.3TB,11/7/2024,System & Infrastructure Data,Industrials,Commercial Services & Supplies,USA,1331.2
aedifica.com,77287,1 TB,19/6/2024,Corporate & Business Data,Industrials,Commercial & Professional Services,Belgium,1024.0
aedifica.com,77287,1 TB,19/6/2024,Legal & Regulatory Data,Industrials,Commercial & Professional Services,Belgium,1024.0
baiminstitute.org,78638,175 Gb,3/7/2024,Corporate & Business Data,Health Care,Health Care Providers & Services,USA,175.0
www.swcs-inc.com,82192,600 GB,3/7/2024,Government & Military Data,Industrials,Construction & Engineering,USA,600.0
www.swcs-inc.com,82192,600 GB,3/7/2024,Corporate & Business Data,Industrials,Construction & Engineering,USA,600.0
www.swcs-inc.com,82192,600 GB,3/7/2024,Intellectual Property (IP) & Research Data,Industrials,Construction & Engineering,USA,600.0
www.swcs-inc.com,82192,600 GB,3/7/2024,System & Infrastructure Data,Industrials,Construction & Engineering,USA,600.0
eni.com&mellitahog.ly,78966,1TB,29/3/2024,Financial & Payment Data,Energy,"Oil, Gas & Consumable Fuels",Italy,1024.0
eni.com&mellitahog.ly,78966,1TB,29/3/2024,Personal Identifiable Information (PII),Energy,"Oil, Gas & Consumable Fuels",Italy,1024.0
eni.com&mellitahog.ly,78966,1TB,29/3/2024,Corporate & Business Data,Energy,"Oil, Gas & Consumable Fuels",Italy,1024.0
eni.com&mellitahog.ly,78966,1TB,29/3/2024,Government & Military Data,Energy,"Oil, Gas & Consumable Fuels",Italy,1024.0
eni.com&mellitahog.ly,78966,1TB,29/3/2024,Intellectual Property (IP) & Research Data,Energy,"Oil, Gas & Consumable Fuels",Italy,1024.0
eni.com&mellitahog.ly,78966,1TB,29/3/2024,Communication & Social Data,Energy,"Oil, Gas & Consumable Fuels",Italy,1024.0
www.daesangamerica.com,80705,100+Gb,2/7/2024,Corporate & Business Data,Information Technology,Software,South Korea,100.0
www.hauptmann.at,78708,Several hundred Gb,29/6/2024,Corporate & Business Data,Information Technology,Software,Austria,700.0
www.finecopneumatica.com,77954,Several hundred Gb,29/6/2024,Corporate & Business Data,Industrials,Commercial Services & Supplies,Italy,700.0
www.finecopneumatica.com,77954,Several hundred Gb,29/6/2024,System & Infrastructure Data,Industrials,Commercial Services & Supplies,Italy,700.0
www.sfmedical.de,80451,100+Gb,1/7/2024,Personal Identifiable Information (PII),Information Technology,Software,Germany,100.0
www.sfmedical.de,80451,100+Gb,1/7/2024,Corporate & Business Data,Information Technology,Software,Germany,100.0
www.nttdata.ro,81682,230Gb,1/7/2024,Corporate & Business Data,Information Technology,IT Services,Romania ,230.0
www.nttdata.ro,81682,230Gb,1/7/2024,System & Infrastructure Data,Information Technology,IT Services,Romania ,230.0
Spandex.com,78996,520GB,28/6/2024,Corporate & Business Data,Industrials,Trading Companies & Distributors,United Kingdom,520.0
midamea.com<Auction>,83251,371GB,27/6/2024,Corporate & Business Data,Industrials,Commercial Services & Supplies,South Korea,371.0
midamea.com<Auction>,83251,371GB,27/6/2024,Intellectual Property (IP) & Research Data,Industrials,Commercial Services & Supplies,South Korea,371.0
equinocioplay.com.br,84228,8TB,24/6/2024,Corporate & Business Data,Information Technology,Software,Brazil,8192.0
equinocioplay.com.br,84228,8TB,24/6/2024,Authentication & Credential Data,Information Technology,Software,Brazil,8192.0
equinocioplay.com.br,84228,8TB,24/6/2024,Personal Identifiable Information (PII),Information Technology,Software,Brazil,8192.0
www.sicoob.com.br<Updated>,82885,1TB,1/6/2024,Personal Identifiable Information (PII),Financials,Regional Banks,Brazil,1024.0
www.sicoob.com.br<Updated>,82885,1TB,1/6/2024,Financial & Payment Data,Financials,Regional Banks,Brazil,1024.0
www.sicoob.com.br<Updated>,82885,1TB,1/6/2024,Authentication & Credential Data,Financials,Regional Banks,Brazil,1024.0
www.sicoob.com.br<Updated>,82885,1TB,1/6/2024,Corporate & Business Data,Financials,Regional Banks,Brazil,1024.0
www.sicoob.com.br<Updated>,82885,1TB,1/6/2024,System & Infrastructure Data,Financials,Regional Banks,Brazil,1024.0
www.cipl.org.in,83224,200GB,27/6/2024,Corporate & Business Data,Information Technology,IT Services,India,200.0
www.cipl.org.in,83224,200GB,27/6/2024,System & Infrastructure Data,Information Technology,IT Services,India,200.0
daniellegroup.com,79331,200GB,26/6/2024,Corporate & Business Data,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",USA,200.0
coca-cola.com - Myanmar office,78619,800GB,23/6/2024,Corporate & Business Data,Consumer Staples,Beverages,USA,800.0
www.cloudeurope.it,84022,500GB,27/6/2024,Corporate & Business Data,Information Technology,IT Services,Italy,500.0
www.cloudeurope.it,84022,500GB,27/6/2024,System & Infrastructure Data,Information Technology,IT Services,Italy,500.0
www.mangimifusco.it,79363,490GB,26/6/2024,Personal Identifiable Information (PII),Consumer Staples,Food Products,Italy,490.0
www.mangimifusco.it,79363,490GB,26/6/2024,Corporate & Business Data,Consumer Staples,Food Products,Italy,490.0
www.mangimifusco.it,79363,490GB,26/6/2024,Financial & Payment Data,Consumer Staples,Food Products,Italy,490.0
www.harrisranchbeef.com,79607,500gb,24/6/2024,Corporate & Business Data,Consumer Staples,Food Products,USA,500.0
bitzsoftwares.com.br,83377,84GB,17/6/2024,Authentication & Credential Data,Information Technology,Software,Brazil,84.0
bitzsoftwares.com.br,83377,84GB,17/6/2024,Financial & Payment Data,Information Technology,Software,Brazil,84.0
bitzsoftwares.com.br,83377,84GB,17/6/2024,Personal Identifiable Information (PII),Information Technology,Software,Brazil,84.0
bitzsoftwares.com.br,83377,84GB,17/6/2024,Corporate & Business Data,Information Technology,Software,Brazil,84.0
multi-wing.com,81465,900GB,13/6/2024,Financial & Payment Data,Industrials,Machinery,Denmark,900.0
multi-wing.com,81465,900GB,13/6/2024,Authentication & Credential Data,Industrials,Machinery,Denmark,900.0
multi-wing.com,81465,900GB,13/6/2024,Corporate & Business Data,Industrials,Machinery,Denmark,900.0
www.invisio.com,83886,400 GB,19/6/2024,Corporate & Business Data,Industrials,Aerospace & Defense,Denmark,400.0
www.invisio.com,83886,400 GB,19/6/2024,Government & Military Data,Industrials,Aerospace & Defense,Denmark,400.0
www.invisio.com,83886,400 GB,19/6/2024,Intellectual Property (IP) & Research Data,Industrials,Aerospace & Defense,Denmark,400.0
www.liderit.es,84453,300 GB,17/6/2024,Corporate & Business Data,Information Technology,IT Services,Spain,300.0
www.liderit.es,84453,300 GB,17/6/2024,System & Infrastructure Data,Information Technology,IT Services,Spain,300.0
www.liderit.es,84453,300 GB,17/6/2024,Authentication & Credential Data,Information Technology,IT Services,Spain,300.0
parlorenzo.com,83978,37GB,16/6/2024,Personal Identifiable Information (PII),Information Technology,Software,Italy,37.0
parlorenzo.com,83978,37GB,16/6/2024,Corporate & Business Data,Information Technology,Software,Italy,37.0
www.gbricambi.it [UPDATE],82338,400 GB,20/6/2024,Corporate & Business Data,Information Technology,Software,Italy,400.0
smicusa.com,83709,4gb,11/6/2024,Personal Identifiable Information (PII),Industrials,Commercial Services & Supplies,United States,4.0
www.novabitsrl.it,87104,13gb,11/6/2024,Corporate & Business Data,Materials,Construction Materials,Italy,13.0
www.ugrocapital.com,89413,1TB,5/6/2024,Financial & Payment Data,Financials,Diversified Financials,India,1024.0
www.ugrocapital.com,89413,1TB,5/6/2024,Corporate & Business Data,Financials,Diversified Financials,India,1024.0
www.crezit.com,84570,2.5 Gb,13/5/2024,Personal Identifiable Information (PII),Financials,Diversified Financials,Spain,2.5
www.crezit.com,84570,2.5 Gb,13/5/2024,Financial & Payment Data,Financials,Diversified Financials,Spain,2.5
www.crezit.com,84570,2.5 Gb,13/5/2024,Communication & Social Data,Financials,Diversified Financials,Spain,2.5
www.crezit.com,84570,2.5 Gb,13/5/2024,Corporate & Business Data,Financials,Diversified Financials,Spain,2.5
www.clevo.com.tw<Disclose>,91267,200GB,29/5/2024,Corporate & Business Data,Information Technology,"Technology Hardware, Storage & Peripherals",Taiwan,200.0
www.clevo.com.tw<Disclose>,91267,200GB,29/5/2024,Intellectual Property (IP) & Research Data,Information Technology,"Technology Hardware, Storage & Peripherals",Taiwan,200.0
Frontier.com,89088,5GB,1/6/2024,Personal Identifiable Information (PII),Communication Services,Telecommunication Services,USA,5.0
Frontier.com,89088,5GB,1/6/2024,Financial & Payment Data,Communication Services,Telecommunication Services,USA,5.0
www.bjurholm.se,89382,100Gb,28/5/2024,Personal Identifiable Information (PII),Public Sector,Government Services,Sweden,100.0
www.bjurholm.se,89382,100Gb,28/5/2024,Corporate & Business Data,Public Sector,Government Services,Sweden,100.0
www.bjurholm.se,89382,100Gb,28/5/2024,System & Infrastructure Data,Public Sector,Government Services,Sweden,100.0
www.psgbdvor.rs,90390,80GB,28/5/2024,Corporate & Business Data,Energy,Oil & Gas Storage & Transportation,Serbia,80.0
www.psgbdvor.rs,90390,80GB,28/5/2024,System & Infrastructure Data,Energy,Oil & Gas Storage & Transportation,Serbia,80.0
www.christies.com<SOLD>,92392,2GB,26/5/2024,Personal Identifiable Information (PII),Consumer Discretionary,Consumer Discretionary Distribution & Retail,United Kingdom,2.0
www.acslabtest.com,94299,700 GB,20/5/2024,Personal Identifiable Information (PII),Health Care,Health Care Providers & Services,USA,700.0
www.acslabtest.com,94299,700 GB,20/5/2024,Medical & Health Records (PHI),Health Care,Health Care Providers & Services,USA,700.0
www.acslabtest.com,94299,700 GB,20/5/2024,Financial & Payment Data,Health Care,Health Care Providers & Services,USA,700.0
www.throttleup.io,92037,65GB,20/5/2024,Corporate & Business Data,Information Technology,IT Services,United States,65.0
www.throttleup.io,92037,65GB,20/5/2024,System & Infrastructure Data,Information Technology,IT Services,United States,65.0
www.brittanyhorne.com,90006,2GB,20/5/2024,Corporate & Business Data,Information Technology,Software,USA,2.0
www.mataderodegijon.es,97109,150 GB,19/5/2024,System & Infrastructure Data,Utilities,Independent Power Producers & Energy Traders,Spain,150.0
www.mataderodegijon.es,97109,150 GB,19/5/2024,Corporate & Business Data,Utilities,Independent Power Producers & Energy Traders,Spain,150.0
www.houstonwastesolutions.com,97853,120.7 Gb,17/5/2024,Personal Identifiable Information (PII),Industrials,Commercial Services & Supplies,USA,120.7
www.houstonwastesolutions.com,97853,120.7 Gb,17/5/2024,Corporate & Business Data,Industrials,Commercial Services & Supplies,USA,120.7
www.eastshoresound.com,93731,50GB,16/5/2024,Corporate & Business Data,Information Technology,"Technology Hardware, Storage & Peripherals",United States,50.0
www.chuoss.co.jp,95112,20GB,15/5/2024,Corporate & Business Data,Information Technology,IT Services,Japan,20.0
www.chuoss.co.jp,95112,20GB,15/5/2024,System & Infrastructure Data,Information Technology,IT Services,Japan,20.0
www.oriux.com,95176,300Gb,15/5/2024,Corporate & Business Data,Industrials,Construction & Engineering,United States,300.0
www.oriux.com,95176,300Gb,15/5/2024,Financial & Payment Data,Industrials,Construction & Engineering,United States,300.0
www.oriux.com,95176,300Gb,15/5/2024,Personal Identifiable Information (PII),Industrials,Construction & Engineering,United States,300.0
www.neodesha.org,98796,35G,14/5/2024,Corporate & Business Data,Industrials,Commercial & Professional Services,USA,35.0
www.rockymountainsales.com,95440,400 GB,14/5/2024,Personal Identifiable Information (PII),Industrials,Commercial Services & Supplies,USA,400.0
www.rockymountainsales.com,95440,400 GB,14/5/2024,Corporate & Business Data,Industrials,Commercial Services & Supplies,USA,400.0
www.eucatex.com.br,95345,150 GB,14/5/2024,Personal Identifiable Information (PII),Materials,Building Products,Brazil,150.0
www.eucatex.com.br,95345,150 GB,14/5/2024,Financial & Payment Data,Materials,Building Products,Brazil,150.0
www.eucatex.com.br,95345,150 GB,14/5/2024,Corporate & Business Data,Materials,Building Products,Brazil,150.0
www.eucatex.com.br,95345,150 GB,14/5/2024,Intellectual Property (IP) & Research Data,Materials,Building Products,Brazil,150.0
www.eucatex.com.br,95345,150 GB,14/5/2024,System & Infrastructure Data,Materials,Building Products,Brazil,150.0
www.confins.com.br,96136,500gb,13/5/2024,Corporate & Business Data,Industrials,Air Freight & Logistics,Brazil,500.0
OKUANT - okuant.com,92659,5 Gb,13/5/2024,Corporate & Business Data,Financials,Real Estate Management & Development,Spain,5.0
OKUANT - okuant.com,92659,5 Gb,13/5/2024,Financial & Payment Data,Financials,Real Estate Management & Development,Spain,5.0
OKUANT - okuant.com,92659,5 Gb,13/5/2024,Personal Identifiable Information (PII),Financials,Real Estate Management & Development,Spain,5.0
iseta.fr,94087,100GB,8/5/2024,Corporate & Business Data,Consumer Discretionary,Consumer Services,France,100.0
www.lalengineering.com,99458,100GB,7/5/2024,Corporate & Business Data,Industrials,Construction & Engineering,USA,100.0
www.lalengineering.com,99458,100GB,7/5/2024,System & Infrastructure Data,Industrials,Construction & Engineering,USA,100.0
www.portosaofrancisco.com.br,99515,548.72 GB,6/5/2024,Corporate & Business Data,Industrials,Marine Transportation,Brazil,548.72
www.portosaofrancisco.com.br,99515,548.72 GB,6/5/2024,Personal Identifiable Information (PII),Industrials,Marine Transportation,Brazil,548.72
www.portosaofrancisco.com.br,99515,548.72 GB,6/5/2024,Financial & Payment Data,Industrials,Marine Transportation,Brazil,548.72
www.kamojou.co.za,100267,2GB,5/5/2024,Corporate & Business Data,Industrials,Trading Companies & Distributors,South Africa,2.0
www.kamojou.co.za,100267,2GB,5/5/2024,System & Infrastructure Data,Industrials,Trading Companies & Distributors,South Africa,2.0
www.thaayakam.co.uk,100870,10.7GB,4/5/2024,Corporate & Business Data,Information Technology,IT Services,United Kingdom,10.7
www.thaayakam.co.uk,100870,10.7GB,4/5/2024,System & Infrastructure Data,Information Technology,IT Services,United Kingdom,10.7
www.extraco.ae,103335,20GB,2/5/2024,Corporate & Business Data,Industrials,Capital Goods,United Arab Emirates,20.0
www.polaris.es,109449,165Gb,26/4/2024,Corporate & Business Data,Information Technology,IT Services,Spain,165.0
www.polaris.es,109449,165Gb,26/4/2024,System & Infrastructure Data,Information Technology,IT Services,Spain,165.0
www.jutebag.co.uk,108102,20 GB,25/4/2024,Corporate & Business Data,Information Technology,Software,United Kingdom,20.0
www.precisiontimesystems.com,112679,700 GB,25/4/2024,Personal Identifiable Information (PII),Industrials,Industrial Conglomerates,USA,700.0
www.precisiontimesystems.com,112679,700 GB,25/4/2024,Corporate & Business Data,Industrials,Industrial Conglomerates,USA,700.0
www.precisiontimesystems.com,112679,700 GB,25/4/2024,Legal & Regulatory Data,Industrials,Industrial Conglomerates,USA,700.0
www.designintoto.com.au,110651,700 GB,25/4/2024,Personal Identifiable Information (PII),Information Technology,Software,Australia,700.0
www.designintoto.com.au,110651,700 GB,25/4/2024,Corporate & Business Data,Information Technology,Software,Australia,700.0
www.europeanprof.es,108862,50GB,24/4/2024,Authentication & Credential Data,Information Technology,Software,Spain,50.0
www.europeanprof.es,108862,50GB,24/4/2024,Corporate & Business Data,Information Technology,Software,Spain,50.0
www.harmanrealtors.com,110642,82Gb,22/4/2024,Personal Identifiable Information (PII),Real Estate,Real Estate Management & Development,USA,82.0
www.harmanrealtors.com,110642,82Gb,22/4/2024,Financial & Payment Data,Real Estate,Real Estate Management & Development,USA,82.0
www.harmanrealtors.com,110642,82Gb,22/4/2024,Corporate & Business Data,Real Estate,Real Estate Management & Development,USA,82.0
www.fabricainfo.com,113249,11.6Â GiB,17/4/2024,Corporate & Business Data,Information Technology,IT Services,Brazil,11.6
www.fabricainfo.com,113249,11.6Â GiB,17/4/2024,Government & Military Data,Information Technology,IT Services,Brazil,11.6
www.fabricainfo.com,113249,11.6Â GiB,17/4/2024,Personal Identifiable Information (PII),Information Technology,IT Services,Brazil,11.6
www.grupocuevas.es,114762,26GB,16/4/2024,Corporate & Business Data,Consumer Staples,Food Retail,Spain,26.0
www.eebpsa.com.co,115699,"20,2 GB",13/4/2024,Corporate & Business Data,Energy,"Oil, Gas & Consumable Fuels",Colombia,20.2
www.eebpsa.com.co,115699,"20,2 GB",13/4/2024,Financial & Payment Data,Energy,"Oil, Gas & Consumable Fuels",Colombia,20.2
www.robesoncoso.org,122951,1.1 TB,12/4/2024,Government & Military Data,Public Sector,Government Services,USA,1126.4
www.robesoncoso.org,122951,1.1 TB,12/4/2024,Corporate & Business Data,Public Sector,Government Services,USA,1126.4
www.robesoncoso.org,122951,1.1 TB,12/4/2024,Law Enforcement Data,Public Sector,Government Services,USA,1126.4
www.cyncsolutions.com,113796,100Gb,9/4/2024,Corporate & Business Data,Information Technology,IT Services,USA,100.0
www.cyncsolutions.com,113796,100Gb,9/4/2024,System & Infrastructure Data,Information Technology,IT Services,USA,100.0
"Baca County Feedyard, Inc",122596,220GB,9/4/2024,Corporate & Business Data,Financials,Diversified Financial Services,United States,220.0
"Baca County Feedyard, Inc",122596,220GB,9/4/2024,Communication & Social Data,Financials,Diversified Financial Services,United States,220.0
www.skywaycoach.ca,123965,60GB,8/4/2024,Personal Identifiable Information (PII),Industrials,Airlines,Canada,60.0
www.skywaycoach.ca,123965,60GB,8/4/2024,Financial & Payment Data,Industrials,Airlines,Canada,60.0
www.skywaycoach.ca,123965,60GB,8/4/2024,Authentication & Credential Data,Industrials,Airlines,Canada,60.0
www.skywaycoach.ca,123965,60GB,8/4/2024,Corporate & Business Data,Industrials,Airlines,Canada,60.0
